Name_of_Space_Object,International_Designator,National_Designator_s1,Launch_Date,Launching_State,Launch_Site,Launch_Vehicle,Basic_Perigee,Basic_Apogee,Basic_Inclination,Current_Function,Status
USA 334,2022-079A,,2022-07-13,,,,,,,,in orbit
LARES 2,2022-080A,,2022-07-13,,,,,,,,in orbit
GREENCUBE,2022-080B,,2022-07-13,,,,,,,,in orbit
ASTROBIO,2022-080C,,2022-07-13,,,,,,,,in orbit
TRISAT R,2022-080D,SIVR/705-2022-003,2022-07-13,,,,,,,,in orbit
Tianlian 2-03 (TL-2(03)),2022-078A,,2022-07-12,,,,,,,,in GSO
Starlink 4331,2022-077D,,2022-07-11,,,,,,,,in orbit
Starlink 4352,2022-077E,,2022-07-11,,,,,,,,in orbit
Starlink 4362,2022-077A,,2022-07-11,,,,,,,,in orbit
Starlink 4350,2022-077C,,2022-07-11,,,,,,,,in orbit
Starlink 4349,2022-077B,,2022-07-11,,,,,,,,in orbit
Starlink 4355,2022-077F,,2022-07-11,,,,,,,,in orbit
Starlink 4341,2022-077K,,2022-07-11,,,,,,,,in orbit
Starlink 4337,2022-077L,,2022-07-11,,,,,,,,in orbit
Starlink 4345,2022-077G,,2022-07-11,,,,,,,,in orbit
Starlink 4336,2022-077J,,2022-07-11,,,,,,,,in orbit
Starlink 4339,2022-077M,,2022-07-11,,,,,,,,in orbit
Starlink 4307,2022-077W,,2022-07-11,,,,,,,,in orbit
Starlink 4313,2022-077X,,2022-07-11,,,,,,,,in orbit
Starlink 4311,2022-077V,,2022-07-11,,,,,,,,in orbit
Starlink 4343,2022-077H,,2022-07-11,,,,,,,,in orbit
Starlink 4338,2022-077N,,2022-07-11,,,,,,,,in orbit
Starlink 4320,2022-077S,,2022-07-11,,,,,,,,in orbit
Starlink 4305,2022-077T,,2022-07-11,,,,,,,,in orbit
Starlink 4308,2022-077U,,2022-07-11,,,,,,,,in orbit
Starlink 4252,2022-077Q,,2022-07-11,,,,,,,,in orbit
Starlink 4314,2022-077P,,2022-07-11,,,,,,,,in orbit
Starlink 4325,2022-077AB,,2022-07-11,,,,,,,,in orbit
Starlink 4323,2022-077AC,,2022-07-11,,,,,,,,in orbit
Starlink 4342,2022-077AD,,2022-07-11,,,,,,,,in orbit
Starlink 4306,2022-077AA,,2022-07-11,,,,,,,,in orbit
Starlink 4312,2022-077Y,,2022-07-11,,,,,,,,in orbit
Starlink 4347,2022-077AK,,2022-07-11,,,,,,,,in orbit
Starlink 4328,2022-077AE,,2022-07-11,,,,,,,,in orbit
Starlink 4315,2022-077AL,,2022-07-11,,,,,,,,in orbit
Starlink 4344,2022-077AF,,2022-07-11,,,,,,,,in orbit
Starlink 4348,2022-077AJ,,2022-07-11,,,,,,,,in orbit
Starlink 4322,2022-077AM,,2022-07-11,,,,,,,,in orbit
Starlink 4310,2022-077AH,,2022-07-11,,,,,,,,in orbit
Starlink 4327,2022-077AN,,2022-07-11,,,,,,,,in orbit
Starlink 4346,2022-077AG,,2022-07-11,,,,,,,,in orbit
Starlink 4309,2022-077Z,,2022-07-11,,,,,,,,in orbit
Starlink 4333,2022-077AX,,2022-07-11,,,,,,,,in orbit
Starlink 4330,2022-077AP,,2022-07-11,,,,,,,,in orbit
Starlink 4251,2022-077AS,,2022-07-11,,,,,,,,in orbit
Starlink 4321,2022-077AR,,2022-07-11,,,,,,,,in orbit
Starlink 4324,2022-077AU,,2022-07-11,,,,,,,,in orbit
Starlink 4326,2022-077AQ,,2022-07-11,,,,,,,,in orbit
Starlink 4318,2022-077AV,,2022-07-11,,,,,,,,in orbit
Starlink 4329,2022-077AW,,2022-07-11,,,,,,,,in orbit
Starlink 4319,2022-077AT,,2022-07-11,,,,,,,,in orbit
Starlink 4317,2022-077R,,2022-07-11,,,,,,,,in orbit
Starlink 4183,2022-076AE,,2022-07-07,,,,,,,,in orbit
Starlink 4177,2022-076AD,,2022-07-07,,,,,,,,in orbit
Starlink 4265,2022-076AB,,2022-07-07,,,,,,,,in orbit
Starlink 4262,2022-076AF,,2022-07-07,,,,,,,,in orbit
Starlink 4283,2022-076AG,,2022-07-07,,,,,,,,in orbit
Starlink 4271,2022-076AC,,2022-07-07,,,,,,,,in orbit
Starlink 4281,2022-076AH,,2022-07-07,,,,,,,,in orbit
Starlink 4279,2022-076AJ,,2022-07-07,,,,,,,,in orbit
Starlink 4282,2022-076AK,,2022-07-07,,,,,,,,in orbit
Starlink 4157,2022-076BB,,2022-07-07,,,,,,,,in orbit
Starlink 4137,2022-076AX,,2022-07-07,,,,,,,,in orbit
Starlink 4155,2022-076BC,,2022-07-07,,,,,,,,in orbit
Starlink 4143,2022-076AV,,2022-07-07,,,,,,,,in orbit
Starlink 4151,2022-076BA,,2022-07-07,,,,,,,,in orbit
Starlink 4153,2022-076BD,,2022-07-07,,,,,,,,in orbit
Starlink 4115,2022-076AY,,2022-07-07,,,,,,,,in orbit
Starlink 4160,2022-076AW,,2022-07-07,,,,,,,,in orbit
Starlink 4167,2022-076AZ,,2022-07-07,,,,,,,,in orbit
Starlink 4260,2022-076A,,2022-07-07,,,,,,,,in orbit
Starlink 4291,2022-076C,,2022-07-07,,,,,,,,in orbit
Starlink 4293,2022-076D,,2022-07-07,,,,,,,,in orbit
Starlink 4285,2022-076F,,2022-07-07,,,,,,,,in orbit
Starlink 4259,2022-076B,,2022-07-07,,,,,,,,in orbit
Starlink 4286,2022-076E,,2022-07-07,,,,,,,,in orbit
Starlink 4269,2022-076G,,2022-07-07,,,,,,,,in orbit
Starlink 4264,2022-076H,,2022-07-07,,,,,,,,in orbit
Starlink 4254,2022-076N,,2022-07-07,,,,,,,,in orbit
Starlink 4301,2022-076M,,2022-07-07,,,,,,,,in orbit
Starlink 4295,2022-076L,,2022-07-07,,,,,,,,in orbit
Starlink 4121,2022-076S,,2022-07-07,,,,,,,,in orbit
Starlink 4256,2022-076J,,2022-07-07,,,,,,,,in orbit
Starlink 4296,2022-076K,,2022-07-07,,,,,,,,in orbit
Starlink 4217,2022-076P,,2022-07-07,,,,,,,,in orbit
Starlink 4194,2022-076Q,,2022-07-07,,,,,,,,in orbit
Starlink 4190,2022-076R,,2022-07-07,,,,,,,,in orbit
Starlink 4255,2022-076T,,2022-07-07,,,,,,,,in orbit
Starlink 4263,2022-076AA,,2022-07-07,,,,,,,,in orbit
Starlink 4290,2022-076W,,2022-07-07,,,,,,,,in orbit
Starlink 4215,2022-076X,,2022-07-07,,,,,,,,in orbit
Starlink 4253,2022-076U,,2022-07-07,,,,,,,,in orbit
Starlink 4275,2022-076Y,,2022-07-07,,,,,,,,in orbit
Starlink 4288,2022-076V,,2022-07-07,,,,,,,,in orbit
Starlink 4277,2022-076Z,,2022-07-07,,,,,,,,in orbit
Starlink 4158,2022-076AT,,2022-07-07,,,,,,,,in orbit
Starlink 4289,2022-076AQ,,2022-07-07,,,,,,,,in orbit
Starlink 4218,2022-076AR,,2022-07-07,,,,,,,,in orbit
Starlink 4216,2022-076AN,,2022-07-07,,,,,,,,in orbit
Starlink 4284,2022-076AP,,2022-07-07,,,,,,,,in orbit
Starlink 4119,2022-076AS,,2022-07-07,,,,,,,,in orbit
Starlink 4287,2022-076AL,,2022-07-07,,,,,,,,in orbit
Starlink 4156,2022-076BE,,2022-07-07,,,,,,,,in orbit
Starlink 4161,2022-076AU,,2022-07-07,,,,,,,,deorbited
Starlink 4203,2022-076AM,,2022-07-07,,,,,,,,deorbited
Cosmos 2557 (Glonass K No.16),2022-075A,3589-2022-09,2022-07-07,,,,,,,,in orbit
,2022-057AV,,2022-07-05,,,,,,,,in orbit
NACHOS 2,2022-074B,,2022-07-02,,,,,,,,in orbit
Slingshot1,2022-074D,,2022-07-02,,,,,,,,decayed
MISR B-1,2022-074F,,2022-07-02,,,,,,,,decayed
CTIM,2022-074G,,2022-07-02,,,,,,,,decayed
Gunsmoke L,2022-074H,,2022-07-02,,,,,,,,decayed
GPX2 3U,2022-074E,,2022-07-02,,,,,,,,decayed
Recurve,2022-074A,,2022-07-02,,,,,,,,decayed
USA 333,2022-073B,,2022-07-01,,,,,,,,in GSO
USA 332,2022-073A,,2022-07-01,,,,,,,,in GSO
USA 337,2022-073E,,2022-07-01,,,,,,,,in GSO
PSLV-C53 R/B,2022-072E,,2022-06-30,,,,,,,,in orbit
,2022-072*,,2022-06-30,,,,,,,,in orbit
,2022-072*,,2022-06-30,,,,,,,,in orbit
,2022-072A,,2022-06-30,,,,,,,,in orbit
NACHOS 1,2022-015D,,2022-06-29,,,,,,,,decayed
,2022-071A,,2022-06-29,,,,,,,,in GSO
Capstone,2022-070A,,2022-06-28,,,,,,,,in orbit
Lunar Photon,2022-070C,,2022-06-28,,,,,,,,in orbit
,2022-069A,,2022-06-27,,,,,,,,in orbit
,2022-068A,,2022-06-23,,,,,,,,in orbit
,2022-068C,,2022-06-23,,,,,,,,decayed
,2022-068B,,2022-06-23,,,,,,,,in orbit
,2022-066A,,2022-06-22,,,,,,,,decayed
CMS-02,2022-067A,,2022-06-22,,,,,,,,in GSO
MEASAT 3d,2022-067B,MY010,2022-06-22,,,,,,,,in GSO
SNUGLITE II,2022-065F,,2022-06-21,,,,,,,,in orbit
PVSAT,2022-065A,,2022-06-21,,,,,,,,in orbit
RANDEV,2022-065E,,2022-06-21,,,,,,,,in orbit
STEP Cube Lab II,2022-065D,,2022-06-21,,,,,,,,in orbit
MIMAN,2022-065G,,2022-06-21,,,,,,,,in orbit
AP JOEY,2022-065H,,2022-06-21,,,,,,,,in orbit
KSLV-Ⅱ FT2 Dummy Payload,2022-065B,,2022-06-21,,,,,,,,in orbit
USA 328,2022-064B,,2022-06-19,,,,,,,,in orbit
USA 330,2022-064D,,2022-06-19,,,,,,,,in orbit
USA 331,2022-064E,,2022-06-19,,,,,,,,in orbit
USA 329,2022-064C,,2022-06-19,,,,,,,,in orbit
Globalstar M087,2022-064A,,2022-06-19,,,,,,,,in orbit
,2022-063A,,2022-06-18,,,,,,,,in orbit
Starlink 4272,2022-062AN,,2022-06-17,,,,,,,,in orbit
Starlink 4184,2022-062Y,,2022-06-17,,,,,,,,in orbit
Starlink 4112,2022-062AH,,2022-06-17,,,,,,,,in orbit
Starlink 4010,2022-062AJ,,2022-06-17,,,,,,,,in orbit
Starlink 4126,2022-062AP,,2022-06-17,,,,,,,,in orbit
Starlink 4261,2022-062AQ,,2022-06-17,,,,,,,,in orbit
Starlink 4024,2022-062AA,,2022-06-17,,,,,,,,in orbit
Starlink 4191,2022-062AG,,2022-06-17,,,,,,,,in orbit
Starlink 4270,2022-062AK,,2022-06-17,,,,,,,,in orbit
Starlink 4274,2022-062AM,,2022-06-17,,,,,,,,in orbit
Starlink 4266,2022-062AR,,2022-06-17,,,,,,,,in orbit
Starlink 4267,2022-062AL,,2022-06-17,,,,,,,,in orbit
Starlink 4210,2022-062AW,,2022-06-17,,,,,,,,in orbit
Starlink 4211,2022-062AV,,2022-06-17,,,,,,,,in orbit
Starlink 4214,2022-062AZ,,2022-06-17,,,,,,,,in orbit
Starlink 4195,2022-062AS,,2022-06-17,,,,,,,,in orbit
Starlink 4207,2022-062AT,,2022-06-17,,,,,,,,in orbit
Starlink 4213,2022-062AU,,2022-06-17,,,,,,,,in orbit
Starlink 4200,2022-062AY,,2022-06-17,,,,,,,,in orbit
Starlink 4193,2022-062AX,,2022-06-17,,,,,,,,in orbit
Starlink 4209,2022-062AB,,2022-06-17,,,,,,,,in orbit
Starlink 4201,2022-062AC,,2022-06-17,,,,,,,,in orbit
Starlink 4198,2022-062AE,,2022-06-17,,,,,,,,in orbit
Starlink 4199,2022-062AD,,2022-06-17,,,,,,,,in orbit
Starlink 4048,2022-062K,,2022-06-17,,,,,,,,in orbit
Starlink 4188,2022-062P,,2022-06-17,,,,,,,,in orbit
Starlink 4189,2022-062Z,,2022-06-17,,,,,,,,in orbit
Starlink 4208,2022-062Q,,2022-06-17,,,,,,,,in orbit
Starlink 4196,2022-062AF,,2022-06-17,,,,,,,,in orbit
Starlink 3809,2022-062X,,2022-06-17,,,,,,,,in orbit
Starlink 4049,2022-062L,,2022-06-17,,,,,,,,in orbit
Starlink 4065,2022-062M,,2022-06-17,,,,,,,,in orbit
Starlink 4046,2022-062N,,2022-06-17,,,,,,,,in orbit
Starlink 4212,2022-062S,,2022-06-17,,,,,,,,in orbit
Starlink 4206,2022-062T,,2022-06-17,,,,,,,,in orbit
Starlink 4202,2022-062U,,2022-06-17,,,,,,,,in orbit
Starlink 4086,2022-062D,,2022-06-17,,,,,,,,in orbit
Starlink 4187,2022-062W,,2022-06-17,,,,,,,,in orbit
Starlink 4168,2022-062R,,2022-06-17,,,,,,,,in orbit
Starlink 4197,2022-062V,,2022-06-17,,,,,,,,in orbit
Starlink 4043,2022-062G,,2022-06-17,,,,,,,,in orbit
Starlink 4036,2022-062H,,2022-06-17,,,,,,,,in orbit
Starlink 4089,2022-062B,,2022-06-17,,,,,,,,in orbit
Starlink 4092,2022-062J,,2022-06-17,,,,,,,,in orbit
Starlink 4108,2022-062E,,2022-06-17,,,,,,,,in orbit
Starlink 4080,2022-062F,,2022-06-17,,,,,,,,in orbit
Starlink 4091,2022-062A,,2022-06-17,,,,,,,,in orbit
Starlink 4139,2022-062BB,,2022-06-17,,,,,,,,in orbit
Starlink 4186,2022-062BC,,2022-06-17,,,,,,,,in orbit
Starlink 4171,2022-062BA,,2022-06-17,,,,,,,,in orbit
Starlink 4181,2022-062BE,,2022-06-17,,,,,,,,in orbit
Starlink 4083,2022-062C,,2022-06-17,,,,,,,,in orbit
Starlink 4192,2022-062BD,,2022-06-17,,,,,,,,deorbited
SBUDNIC,2022-057AU,,2022-06-09,,,,,,,,decayed
,2022-061A,,2022-06-08,,,,,,,,in GSO
,2022-060A,,2022-06-03,,,,,,,,recovered
Progress MS-20,2022-059A,3588–2022-008,2022-06-03,,,,,,,,deorbited
,2022-058A,,2022-06-02,,,,,,,,in orbit
,2022-058B,,2022-06-02,,,,,,,,in orbit
,2022-058G,,2022-06-02,,,,,,,,in orbit
,2022-058C,,2022-06-02,,,,,,,,in orbit
,2022-058D,,2022-06-02,,,,,,,,in orbit
,2022-058E,,2022-06-02,,,,,,,,in orbit
,2022-058F,,2022-06-02,,,,,,,,in orbit
,2022-058H,,2022-06-02,,,,,,,,in orbit
,2022-058J,,2022-06-02,,,,,,,,in orbit
Omni L2,2022-057AR,,2022-05-25,,,,,,,,in orbit
,2022-057*,,2022-05-25,,,,,,,,in orbit
GHGSat C5,2022-057N,,2022-05-25,,,,,,,,in orbit
GHGSat C3,2022-057F,,2022-05-25,,,,,,,,in orbit
GHGSat C4,2022-057Q,,2022-05-25,,,,,,,,in orbit
FM162 (LEMUR 2 TennysonLily),2022-057A,,2022-05-25,,,,,,,,decayed
FM163 (LEMUR 2 Karen_B),2022-057E,,2022-05-25,,,,,,,,decayed
PTD 3 (Tyvak-0125),2022-057C,,2022-05-25,,,,,,,,decayed
CNCE4,2022-057AM,,2022-05-25,,,,,,,,decayed
Vigoride 3,2022-057AE,,2022-05-25,,,,,,,,in orbit
Iceye X17,2022-057AG,,2022-05-25,,,,,,,,in orbit
Hawk 5B,2022-057AA,,2022-05-25,,,,,,,,in orbit
Hawk 5A,2022-057AB,,2022-05-25,,,,,,,,in orbit
Hawk 5C,2022-057Y,,2022-05-25,,,,,,,,in orbit
Sherpa AC1,2022-057AH,,2022-05-25,,,,,,,,in orbit
CNCE5,2022-057AN,,2022-05-25,,,,,,,,decayed
Umbra 03,2022-057X,,2022-05-25,,,,,,,,decayed
,2022-057L,,2022-05-25,,,,,,,,decayed
FM161 (LEMUR 2 Hancom-1),2022-057J,,2022-05-25,,,,,,,,decayed
OP15 FLT2 (TYVAK 0821),2022-057D,,2022-05-25,,,,,,,,decayed
OP15 FLT1 (TYVAK 0820),2022-057K,,2022-05-25,,,,,,,,decayed
FM155 (LEMUR 2 VanDenDries),2022-057B,,2022-05-25,,,,,,,,decayed
AMS,2022-057P,,2022-05-25,,,,,,,,decayed
FM156 (LEMUR 2 Mimi1307),2022-057AP,,2022-05-25,,,,,,,,decayed
CPOD FLT1 (Tyvak-0032),2022-057AS,,2022-05-25,,,,,,,,decayed
CPOD FLT2,2022-057BA,,2022-05-25,,,,,,,,decayed
VEERY FS1,2022-057AX,,2022-05-25,,,,,,,,decayed
Planetum-1,2022-057G,,2022-05-25,,,,,,,,decayed
ION SCV-006 Thrilling Thomas,2022-057AF,,2022-05-25,,,,,,,,in orbit
,2022-057AQ,,2022-05-25,,,,,,,,in orbit
Celestis 21-Varisat 1C,2022-057AL,,2022-05-25,,,,,,,,in orbit
Iceye X24,2022-057Z,,2022-05-25,,,,,,,,decayed
Carcará 1,2022-057T,,2022-05-25,,,,,,,,decayed
Carcará 2,2022-057AC,,2022-05-25,,,,,,,,decayed
Armsat-1,2022-057AK,001,2022-05-25,,,,,,,,in orbit
Nusat-29,2022-057AJ,2022-057AJ,2022-05-25,,,,,,,,in orbit
Nusat-29,2022-057R,2022-057R,2022-05-25,,,,,,,,in orbit
Nusat-29,2022-057S,2022-057S,2022-05-25,,,,,,,,decayed
Nusat-31,2022-057W,2022-057W,2022-05-25,,,,,,,,in orbit
Connecta T1.1,2022-057H,52739,2022-05-25,,,,,,,,in orbit
SPiN-1,2022-057,D-R094,2022-05-25,,,,,,,,in orbit
ICEYE X20,2022-057AD,FIN-20-SAT-2022,2022-05-25,,,,,,,,in orbit
FORESAIL-1,2022-057,FIN-21-SAT-2022,2022-05-25,,,,,,,,in orbit
FOSSASat 2E11,2022-057U,ROLEU.ESP.O31,2022-05-25,,,,,,,,decayed
FOSSASat 2E12,2022-057AT,ROLEU.ESP.O32,2022-05-25,,,,,,,,in orbit
FOSSASat 2E13,2022-057AW,ROLEU.ESP.O33,2022-05-25,,,,,,,,decayed
,2022-056C,,2022-05-20,,,,,,,,in orbit
,2022-056B,,2022-05-20,,,,,,,,in orbit
,2022-056A,,2022-05-20,,,,,,,,in orbit
CST 100 Starliner 2,2022-055A,,2022-05-19,,,,,,,,recovered
Cosmos 2556,2022-054A,3587-2022-007,2022-05-19,,,,,,,,in orbit
Starlink 4004,2022-053A,,2022-05-18,,,,,,,,in orbit
Starlink 4079,2022-053L,,2022-05-18,,,,,,,,in orbit
Starlink 4075,2022-053Q,,2022-05-18,,,,,,,,in orbit
Starlink 4071,2022-053R,,2022-05-18,,,,,,,,in orbit
Starlink 4076,2022-053M,,2022-05-18,,,,,,,,in orbit
Starlink 4067,2022-053N,,2022-05-18,,,,,,,,in orbit
Starlink 4073,2022-053S,,2022-05-18,,,,,,,,in orbit
Starlink 3976,2022-053T,,2022-05-18,,,,,,,,in orbit
Starlink 3936,2022-053U,,2022-05-18,,,,,,,,in orbit
Starlink 4028,2022-053X,,2022-05-18,,,,,,,,in orbit
Starlink 4017,2022-053AC,,2022-05-18,,,,,,,,in orbit
Starlink 4074,2022-053Y,,2022-05-18,,,,,,,,in orbit
Starlink 3774,2022-053AA,,2022-05-18,,,,,,,,in orbit
Starlink 4068,2022-053AB,,2022-05-18,,,,,,,,in orbit
Starlink 4006,2022-053W,,2022-05-18,,,,,,,,in orbit
Starlink 4042,2022-053F,,2022-05-18,,,,,,,,in orbit
Starlink 4084,2022-053B,,2022-05-18,,,,,,,,in orbit
Starlink 4070,2022-053J,,2022-05-18,,,,,,,,in orbit
Starlink 4082,2022-053C,,2022-05-18,,,,,,,,in orbit
Starlink 4037,2022-053H,,2022-05-18,,,,,,,,in orbit
Starlink 4064,2022-053K,,2022-05-18,,,,,,,,in orbit
Starlink 4081,2022-053E,,2022-05-18,,,,,,,,in orbit
Starlink 3960,2022-053D,,2022-05-18,,,,,,,,in orbit
Starlink 4014,2022-053AE,,2022-05-18,,,,,,,,in orbit
Starlink 4005,2022-053AG,,2022-05-18,,,,,,,,in orbit
Starlink 4078,2022-053AK,,2022-05-18,,,,,,,,in orbit
Starlink 4035,2022-053AL,,2022-05-18,,,,,,,,in orbit
Starlink 4034,2022-053AW,,2022-05-18,,,,,,,,in orbit
Starlink 4030,2022-053AU,,2022-05-18,,,,,,,,in orbit
Starlink 3981,2022-053AH,,2022-05-18,,,,,,,,in orbit
Starlink 3993,2022-053AN,,2022-05-18,,,,,,,,in orbit
Starlink 3987,2022-053AV,,2022-05-18,,,,,,,,in orbit
Starlink 3946,2022-053AP,,2022-05-18,,,,,,,,in orbit
Starlink 4029,2022-053AF,,2022-05-18,,,,,,,,in orbit
Starlink 3934,2022-053V,,2022-05-18,,,,,,,,in orbit
Starlink 4031,2022-053Z,,2022-05-18,,,,,,,,in orbit
Starlink 4032,2022-053AJ,,2022-05-18,,,,,,,,in orbit
Starlink 4018,2022-053AT,,2022-05-18,,,,,,,,in orbit
Starlink 4007,2022-053BD,,2022-05-18,,,,,,,,in orbit
Starlink 4072,2022-053AQ,,2022-05-18,,,,,,,,in orbit
Starlink 4044,2022-053G,,2022-05-18,,,,,,,,in orbit
Starlink 4041,2022-053AR,,2022-05-18,,,,,,,,in orbit
Starlink 3999,2022-053BA,,2022-05-18,,,,,,,,in orbit
Starlink 4003,2022-053AX,,2022-05-18,,,,,,,,in orbit
Starlink 4033,2022-053AY,,2022-05-18,,,,,,,,in orbit
Starlink 4020,2022-053AZ,,2022-05-18,,,,,,,,in orbit
Starlink 3970,2022-053BC,,2022-05-18,,,,,,,,in orbit
Starlink 3962,2022-053BE,,2022-05-18,,,,,,,,in orbit
Starlink 3844,2022-053BB,,2022-05-18,,,,,,,,in orbit
Starlink 3972,2022-053P,,2022-05-18,,,,,,,,in orbit
Starlink 4039,2022-053AD,,2022-05-18,,,,,,,,deorbited
Starlink 4025,2022-053AS,,2022-05-18,,,,,,,,deorbited
Starlink 3945,2022-053AM,,2022-05-18,,,,,,,,deorbited
Starlink 4012,2022-052E,,2022-05-14,,,,,,,,in orbit
Starlink 4026,2022-052C,,2022-05-14,,,,,,,,in orbit
Starlink 4019,2022-052A,,2022-05-14,,,,,,,,in orbit
Starlink 4024,2022-052B,,2022-05-14,,,,,,,,in orbit
Starlink 4008,2022-052AA,,2022-05-14,,,,,,,,in orbit
Starlink 3988,2022-052AD,,2022-05-14,,,,,,,,in orbit
Starlink 3992,2022-052AF,,2022-05-14,,,,,,,,in orbit
Starlink 4001,2022-052AG,,2022-05-14,,,,,,,,in orbit
Starlink 3986,2022-052AB,,2022-05-14,,,,,,,,in orbit
Starlink 3984,2022-052Z,,2022-05-14,,,,,,,,in orbit
Starlink 3975,2022-052Y,,2022-05-14,,,,,,,,in orbit
Starlink 4009,2022-052AC,,2022-05-14,,,,,,,,in orbit
Starlink 3846,2022-052BB,,2022-05-14,,,,,,,,in orbit
Starlink 3891,2022-052BE,,2022-05-14,,,,,,,,in orbit
Starlink 3990,2022-052AE,,2022-05-14,,,,,,,,in orbit
Starlink 3854,2022-052BC,,2022-05-14,,,,,,,,in orbit
Starlink 3868,2022-052BD,,2022-05-14,,,,,,,,in orbit
Starlink 4022,2022-052AH,,2022-05-14,,,,,,,,in orbit
Starlink 3794,2022-052AK,,2022-05-14,,,,,,,,in orbit
Starlink 3967,2022-052AQ,,2022-05-14,,,,,,,,in orbit
Starlink 3961,2022-052AR,,2022-05-14,,,,,,,,in orbit
Starlink 3989,2022-052AJ,,2022-05-14,,,,,,,,in orbit
Starlink 3995,2022-052AL,,2022-05-14,,,,,,,,in orbit
Starlink 3974,2022-052AN,,2022-05-14,,,,,,,,in orbit
Starlink 3978,2022-052AP,,2022-05-14,,,,,,,,in orbit
Starlink 3994,2022-052AM,,2022-05-14,,,,,,,,in orbit
Starlink 4013,2022-052G,,2022-05-14,,,,,,,,in orbit
Starlink 4000,2022-052H,,2022-05-14,,,,,,,,in orbit
Starlink 3928,2022-052J,,2022-05-14,,,,,,,,in orbit
Starlink 4016,2022-052F,,2022-05-14,,,,,,,,in orbit
Starlink 3947,2022-052K,,2022-05-14,,,,,,,,in orbit
Starlink 3979,2022-052L,,2022-05-14,,,,,,,,in orbit
Starlink 3997,2022-052M,,2022-05-14,,,,,,,,in orbit
Starlink 3998,2022-052N,,2022-05-14,,,,,,,,in orbit
Starlink 4015,2022-052U,,2022-05-14,,,,,,,,in orbit
Starlink 4002,2022-052Q,,2022-05-14,,,,,,,,in orbit
Starlink 4011,2022-052T,,2022-05-14,,,,,,,,in orbit
Starlink 3741,2022-052X,,2022-05-14,,,,,,,,in orbit
Starlink 3996,2022-052V,,2022-05-14,,,,,,,,in orbit
Starlink 3983,2022-052W,,2022-05-14,,,,,,,,in orbit
Starlink 3980,2022-052P,,2022-05-14,,,,,,,,in orbit
Starlink 3982,2022-052S,,2022-05-14,,,,,,,,in orbit
Starlink 3968,2022-052AT,,2022-05-14,,,,,,,,in orbit
Starlink 3832,2022-052BA,,2022-05-14,,,,,,,,in orbit
Starlink 3963,2022-052AX,,2022-05-14,,,,,,,,in orbit
Starlink 3941,2022-052AS,,2022-05-14,,,,,,,,in orbit
Starlink 3991,2022-052AV,,2022-05-14,,,,,,,,in orbit
Starlink 3977,2022-052AU,,2022-05-14,,,,,,,,in orbit
Starlink 3971,2022-052AW,,2022-05-14,,,,,,,,in orbit
Starlink 3973,2022-052AZ,,2022-05-14,,,,,,,,in orbit
Starlink 3985,2022-052AY,,2022-05-14,,,,,,,,in orbit
Starlink 3921,2022-052R,,2022-05-14,,,,,,,,deorbited
Starlink 4027,2022-052D,,2022-05-14,,,,,,,,in orbit
Starlink 3886,2022-051AY,,2022-05-13,,,,,,,,in orbit
Starlink 3895,2022-051AZ,,2022-05-13,,,,,,,,in orbit
Starlink 3915,2022-051AX,,2022-05-13,,,,,,,,in orbit
Starlink 3922,2022-051BA,,2022-05-13,,,,,,,,in orbit
Starlink 3906,2022-051BB,,2022-05-13,,,,,,,,in orbit
Starlink 3867,2022-051BD,,2022-05-13,,,,,,,,in orbit
Starlink 3910,2022-051BC,,2022-05-13,,,,,,,,in orbit
Starlink 3951,2022-051A,,2022-05-13,,,,,,,,in orbit
Starlink 3917,2022-051BE,,2022-05-13,,,,,,,,in orbit
Starlink 3940,2022-051H,,2022-05-13,,,,,,,,in orbit
Starlink 3952,2022-051B,,2022-05-13,,,,,,,,in orbit
Starlink 3757,2022-051G,,2022-05-13,,,,,,,,in orbit
Starlink 3845,2022-051J,,2022-05-13,,,,,,,,in orbit
Starlink 3958,2022-051C,,2022-05-13,,,,,,,,in orbit
Starlink 3964,2022-051D,,2022-05-13,,,,,,,,in orbit
Starlink 3897,2022-051E,,2022-05-13,,,,,,,,in orbit
Starlink 3933,2022-051F,,2022-05-13,,,,,,,,in orbit
Starlink 3965,2022-051T,,2022-05-13,,,,,,,,in orbit
Starlink 3937,2022-051K,,2022-05-13,,,,,,,,in orbit
Starlink 3948,2022-051P,,2022-05-13,,,,,,,,in orbit
Starlink 3926,2022-051L,,2022-05-13,,,,,,,,in orbit
Starlink 3935,2022-051S,,2022-05-13,,,,,,,,in orbit
Starlink 3944,2022-051M,,2022-05-13,,,,,,,,in orbit
Starlink 3931,2022-051R,,2022-05-13,,,,,,,,in orbit
Starlink 3969,2022-051U,,2022-05-13,,,,,,,,in orbit
Starlink 3943,2022-051AA,,2022-05-13,,,,,,,,in orbit
Starlink 3954,2022-051AB,,2022-05-13,,,,,,,,in orbit
Starlink 3770,2022-051X,,2022-05-13,,,,,,,,in orbit
Starlink 3953,2022-051AC,,2022-05-13,,,,,,,,in orbit
Starlink 3858,2022-051W,,2022-05-13,,,,,,,,in orbit
Starlink 3966,2022-051V,,2022-05-13,,,,,,,,in orbit
Starlink 3949,2022-051Y,,2022-05-13,,,,,,,,in orbit
Starlink 3763,2022-051Z,,2022-05-13,,,,,,,,in orbit
Starlink 3956,2022-051AD,,2022-05-13,,,,,,,,in orbit
